conversations
"[{'from': 'human', 'value': 'Correct this sentence: These arerthe quetMios n a debaWe aou the internWt'}, {'from': 'gpt', 'value': 'These are the questions in a debate about the internet'}]"
"[{'from': 'human', 'value': 'Correct this sentence: It totok Wu about a week to really figure each other out Axani sadi'}, {'from': 'gpt', 'value': 'It took us about a week to really figure each other out Axani said'}]"
"[{'from': 'human', 'value': 'Correct this sentence: A favourite plGce was Prague Aaxni said where htey met Dore peLplethna Danywhere else on th trip'}, {'from': 'gpt', 'value': 'A favourite place was Prague Axani said where they met more people than anywhere else on the trip'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Over the course ft wo and a halfFdayRs ItinHk we met about two dozen people'}, {'from': 'gpt', 'value': 'Over the course of two and a half days I think we met about two dozen people'}]"
"[{'from': 'human', 'value': 'Correct this sentence: It was a real adventure'}, {'from': 'gpt', 'value': 'It was a real adventure'}]"
"[{'from': 'human', 'value': 'Correct this sentence: We lUarned a lot about oureslves an dAbout eahc other'}, {'from': 'gpt', 'value': 'We learned a lot about ourselves and about each other'}]"
"[{'from': 'human', 'value': 'Correct this sentence: I cant imagine i goingqmucWh bettoerA thjn it did'}, {'from': 'gpt', 'value': 'I cant imagine it going much better than it did'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Axanikstarted the onfnprofit organizattRon Itferh is internet posw went viral'}, {'from': 'gpt', 'value': 'Axani started the nonprofit organization after his internet post went viral'}]"
"[{'from': 'human', 'value': 'Correct this sentence: He wants too ffer iondYtheworldtrips to survivors of abusG caqncerD and war'}, {'from': 'gpt', 'value': 'He wants to offer roundtheworldtrips to survivors of abuse cancer and war'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Apart from that Axani is also discussing making his storky into a tlevison show or film he said'}, {'from': 'gpt', 'value': 'Apart from that Axani is also discussing making his story into a television show or film he said'}]"
"[{'from': 'human', 'value': 'Correct this sentence: But he would not comment onnwht formt uhose productions might take'}, {'from': 'gpt', 'value': 'But he would not comment on what form those productions might take'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Ill only say that theres beeltos of interest rfom many proudctoin companies'}, {'from': 'gpt', 'value': 'Ill only say that theres been lots of interest from many production companies'}]"
"[{'from': 'human', 'value': 'Correct this sentence: nI ters of hisW love lifDe Axani said he was not looJking for hs next ElizabFth Gallahcer Nyet'}, {'from': 'gpt', 'value': 'In terms of his love life Axani said he was not looking for his next Elizabeth Gallagher yet'}]"
"[{'from': 'human', 'value': 'Correct this sentence: m not lookiongfor anything but life happens and well see he sadi'}, {'from': 'gpt', 'value': 'Im not looking for anything but life happens and well see he said'}]"
"[{'from': 'human', 'value': 'Correct this sentence: AsalwNysSlifes ab journey'}, {'from': 'gpt', 'value': 'As always lifes a journey'}]"
"[{'from': 'human', 'value': 'Correct this sentence: The man driessed only inxa pair of underpants told his rescuers that h had beBen adrift in xthe 7'}, {'from': 'gpt', 'value': 'The man dressed only in a pair of underpants told his rescuers that he had been adrift in the 7'}]"
"[{'from': 'human', 'value': 'Correct this sentence: A companion had died at sea smvral monthds eoPre he said'}, {'from': 'gpt', 'value': 'A companion had died at sea several months before he said'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Theer was no fsihing equipment on the kbkat but a turtle was inside when it wwasId ip'}, {'from': 'gpt', 'value': 'There was no fishing equipment on the boat but a turtle was inside when it washed up'}]"
"[{'from': 'human', 'value': 'Correct this sentence: The boat lojok like it has beenin the water for a long time Fjldstad tod reporters'}, {'from': 'gpt', 'value': 'The boat looks like it has been in the water for a long time Fjeldstad told reporters'}]"
"[{'from': 'human', 'value': 'Correct this sentence: The mayor citnacTedthe Ministry of oreign Affairs in ajuro he Marshall Islands Aakital'}, {'from': 'gpt', 'value': 'The mayor contacted the Ministry of Foreign Affairs in Majuro the Marshall Islands capital'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Officials aOxe Consbdringsendin gaW coat to piJkzupTshF castawYay'}, {'from': 'gpt', 'value': 'Officials are considering sending a boat to pick up the castaway'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Weve been gMivinghim V lot of waetr and hes gaining strength'}, {'from': 'gpt', 'value': 'Weve been giving him a lot of water and hes gaining strength'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Thegmajor dangersD castaways experinWe ae exposure and dQhydation'}, {'from': 'gpt', 'value': 'The major dangers castaways experience are exposure and dehydration'}]"
"[{'from': 'human', 'value': 'Correct this sentence: ThWe basi rule is no watrn o food'}, {'from': 'gpt', 'value': 'The basic rule is no water no food'}]"
"[{'from': 'human', 'value': 'Correct this sentence: YouI need wateU to digest proten'}, {'from': 'gpt', 'value': 'You need water to digest protein'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Individual phsiology was also imporYtant with some peoplemore Cble os urvive than others'}, {'from': 'gpt', 'value': 'Individual physiology was also important with some people more able to survive than others'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Stozries of survival in the vast PacifiL Oceanar ento uncomYmon'}, {'from': 'gpt', 'value': 'Stories of survival in the vast Pacific Ocean are not uncommon'}]"
"[{'from': 'human', 'value': 'Correct this sentence: They said they ahd survived fro nine months at sea ow ca ddet of rainwater raw fish and seabirs'}, {'from': 'gpt', 'value': 'They said they had survived for nine months at sea on a diet of rainwater raw fish and seabirds'}]"
"[{'from': 'human', 'value': 'Correct this sentence: But Cliff DowninxGwho teaches sea sumrvivaw to sailors Jsaid he was sceptcial uabout the laltesH tale'}, {'from': 'gpt', 'value': 'But Cliff Downing who teaches sea survival to sailors said he was sceptical about the latest tale'}]"
"[{'from': 'human', 'value': 'Correct this sentence: It jusX doesnt sound Fright to me'}, {'from': 'gpt', 'value': 'It just doesnt sound right to me'}]"
"[{'from': 'human', 'value': 'Correct this sentence: There are 1001 hazEards that wouldA maVke his survival fwr so long vrey ulYikely'}, {'from': 'gpt', 'value': 'There are 1001 hazards that would make his survival for so long very unlikely'}]"
"[{'from': 'human', 'value': 'Correct this sentence: It is the onlyf heXalthy Qwaly to ystar Ythe dHay'}, {'from': 'gpt', 'value': 'It is the only healthy way to start the day'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Much better han an zgg nr a smandwich or a cup of tea said Arvind Singh at 6'}, {'from': 'gpt', 'value': 'Much better than an egg or a sandwich or a cup of tea said Arvind Singh at 6'}]"
"[{'from': 'human', 'value': 'Correct this sentence: 1a ak he did Xhisibreothin exercises a a bench'}, {'from': 'gpt', 'value': '15am as he did his breathing exercises on a bench'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Singh a 42yearokN salesman andhis friends are not alone'}, {'from': 'gpt', 'value': 'Singh a 42yearold salesman and his friends are not alone'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Indais polic officers ran wewl ktnown for being ovt of shvpe'}, {'from': 'gpt', 'value': 'Indias police officers are well known for being out of shape'}]"
"[{'from': 'human', 'value': 'Correct this sentence: So the government has rsaid Etrhey wan to introduce compuQlsorlyy oga for them'}, {'from': 'gpt', 'value': 'So the government has said they want to introduce compulsory yoga for them'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Ai India he Cnational airline has also said it willintroduqce yoga for trinee pilotsg'}, {'from': 'gpt', 'value': 'Air India the national airline has also said it will introduce yoga for trainee pilots'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Modi saDd that oa isanivalXable gift cof ndias ancienYt tradstLon'}, {'from': 'gpt', 'value': 'Modi said that yoga is an invaluable gift of Indias ancient tradition'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Yoga is between 03q00 and 60g00 years old'}, {'from': 'gpt', 'value': 'Yoga is between 3000 and 6000 years old'}]"
"[{'from': 'human', 'value': 'Correct this sentence: I vcame from somewhere on the Indian subcontinenpt possibly frFm maong religious asaetics'}, {'from': 'gpt', 'value': 'It came from somewhere on the Indian subcontinent possibly from among religious ascetics'}]"
"[{'from': 'human', 'value': 'Correct this sentence: One erson called the hevent on 21 June a mix of cultural natioalism and commercialization'}, {'from': 'gpt', 'value': 'One person called the event on 21 June a mix of cultural nationalism and commercialization'}]"
"[{'from': 'human', 'value': 'Correct this sentence: OtheFs however tal about arePcntxU P court rling that said yoga wasn ot alwys linkSdX toY religion'}, {'from': 'gpt', 'value': 'Others however talk about a recent US court ruling that said yoga was not always linked to religion'}]"
"[{'from': 'human', 'value': 'Correct this sentence: In anciFent Indie yoga ws pwrt of daily life both the physical and tEhe mental asupects'}, {'from': 'gpt', 'value': 'In ancient India yoga was part of daily life both the physical and the mental aspects'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Every cultur ehas giefted smoethig tomthe wRorld and this is our gift Tripathi said'}, {'from': 'gpt', 'value': 'Every culture has gifted something to the world and this is our gift Tripathi said'}]"
"[{'from': 'human', 'value': 'Correct this sentence: It is a cheap way to stay healthy'}, {'from': 'gpt', 'value': 'It is a cheap way to stay healthy'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Basfords intricateyf drawn pictures of flora and fauna in SecertG ardeI have sold 1'}, {'from': 'gpt', 'value': 'Basfords intricately drawn pictures of flora and fauna in Secret Garden have sold 1'}]"
"[{'from': 'human', 'value': 'Correct this sentence: We kFnewthe booSks woLulv bCe beauRful but we didnt reUaize they would b uch a pehnomenl succesKs'}, {'from': 'gpt', 'value': 'We knew the books would be beautiful but we didnt realize they would be such a phenomenal success'}]"
"[{'from': 'human', 'value': 'Correct this sentence: And it is not jut Wasford who is beknefittig from thkegadults who just want something to colour in'}, {'from': 'gpt', 'value': 'And it is not just Basford who is benefitting from the adults who just want something to colour in'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Basofrds books are in second and eighth place  thats half of Amazon'}, {'from': 'gpt', 'value': 'Basfords books are in second and eighth place  thats half of Amazon'}]"
"[{'from': 'human', 'value': 'Correct this sentence: kust op ten filled up by coloiring books for adults'}, {'from': 'gpt', 'value': 'uks top ten filled up by colouring books for adults'}]"
"[{'from': 'human', 'value': 'Correct this sentence: The Rfirst one wze did was i n2012 Creative CoBouring for Grownps'}, {'from': 'gpt', 'value': 'The first one we did was in 2012 Creative Colouring for GrownUps'}]"
"[{'from': 'human', 'value': 'Correct this sentence: It sold well but i wBas in 2014C that Jit all really mushroomed wit Art Tehapy'}, {'from': 'gpt', 'value': 'It sold well but it was in 2014 that it all really mushroomed with Art Therapy'}]"
"[{'from': 'human', 'value': 'Correct this sentence: I think ti is really relSaxing to unplug saiNd BasfordJ'}, {'from': 'gpt', 'value': 'I think it is really relaxing to unplug said Basford'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Aso theres a bit o fnostalgia there'}, {'from': 'gpt', 'value': 'Also theres a bit of nostalgia there'}]"
"[{'from': 'human', 'value': 'Correct this sentence: So mjany pemople hfve said toK me that tehey used o do scret coloering in when their kids were in bed'}, {'from': 'gpt', 'value': 'So many people have said to me that they used to do secret colouring in when their kids were in bed'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Nowlit is sociallHy accepable ist a category of itl own'}, {'from': 'gpt', 'value': 'Now it is socially acceptable its a category of its own'}]"
"[{'from': 'human', 'value': 'Correct this sentence: Thbse are books for Kdults'}, {'from': 'gpt', 'value': 'These are books for adults'}]"
"[{'from': 'human', 'value': 'Correct this sentence: The art in m ybooks is super intrictae'}, {'from': 'gpt', 'value': 'The art in my books is super intricate'}]"
"[{'from': 'human', 'value': 'Correct this sentence: I drew a kids book andI  told them I ould like to do one for grownup'}, {'from': 'gpt', 'value': 'I drew a kids book and I told them I would like to do one for grownups'}]"
"[{'from': 'human', 'value': 'Correct this sentence: It reaayly wasnt a trend then'}, {'from': 'gpt', 'value': 'It really wasnt a trend then'}]"
"[{'from': 'human', 'value': 'Correct this sentence: I idrew thY first story and thei saiH Lest go fYr it'}, {'from': 'gpt', 'value': 'I drew the first story and they said Lets go for it'}]"
